Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_id_unique,Sample Name,SRA Study,SampleID (run)
SRR11116800,AMPLICON,436,148445028,PRJNA607574,SAMN14140941,Metagenome or environmental,88180799,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753805,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2117A..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2117A,2117A,SRP250041,
SRR11116801,AMPLICON,436,108168333,PRJNA607574,SAMN14140940,Metagenome or environmental,66234399,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7753804,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111J..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111J,2111J,SRP250041,
SRR11116802,AMPLICON,436,61272253,PRJNA607574,SAMN14140939,Metagenome or environmental,40656399,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753803,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111I..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:21:00Z,1,2111I,2111I,SRP250041,
SRR11116803,AMPLICON,436,117366038,PRJNA607574,SAMN14140938,Metagenome or environmental,69881875,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753802,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111H..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111H,2111H,SRP250041,
SRR11116804,AMPLICON,436,24026012,PRJNA607574,SAMN14140937,Metagenome or environmental,14323488,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753801,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111G..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:21:00Z,1,2111G,2111G,SRP250041,
SRR11116805,AMPLICON,438,98572710,PRJNA607574,SAMN14140936,Metagenome or environmental,58787627,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753800,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111F..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111F,2111F,SRP250041,
SRR11116806,AMPLICON,436,93962096,PRJNA607574,SAMN14140935,Metagenome or environmental,55854728,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753799,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111E..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111E,2111E,SRP250041,
SRR11116807,AMPLICON,436,91406330,PRJNA607574,SAMN14140934,Metagenome or environmental,54082249,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753798,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111D..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111D,2111D,SRP250041,
SRR11116808,AMPLICON,438,43563668,PRJNA607574,SAMN14140790,Metagenome or environmental,23065578,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753797,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1986E..pool928,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:21:00Z,1,1986E,1986E,SRP250041,
SRR11116809,AMPLICON,436,99665508,PRJNA607574,SAMN14140933,Metagenome or environmental,60076187,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753796,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111C..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111C,2111C,SRP250041,
SRR11116810,AMPLICON,436,63609359,PRJNA607574,SAMN14140932,Metagenome or environmental,37545621,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7753795,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111B..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111B,2111B,SRP250041,
SRR11116811,AMPLICON,436,105480082,PRJNA607574,SAMN14140931,Metagenome or environmental,68249648,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753794,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2111A..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2111A,2111A,SRP250041,
SRR11116812,AMPLICON,436,133503299,PRJNA607574,SAMN14140930,Metagenome or environmental,82356195,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753793,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105Q..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105Q,2105Q,SRP250041,
SRR11116813,AMPLICON,436,101599598,PRJNA607574,SAMN14140929,Metagenome or environmental,63901505,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753792,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105P..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105P,2105P,SRP250041,
SRR11116814,AMPLICON,436,150538527,PRJNA607574,SAMN14140928,Metagenome or environmental,91749330,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7753791,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105F..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105F,2105F,SRP250041,
SRR11116815,AMPLICON,436,83607459,PRJNA607574,SAMN14140927,Metagenome or environmental,50061396,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753790,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105E..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105E,2105E,SRP250041,
SRR11116816,AMPLICON,436,134672686,PRJNA607574,SAMN14140926,Metagenome or environmental,79594357,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753789,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105D..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105D,2105D,SRP250041,
SRR11116817,AMPLICON,436,61916091,PRJNA607574,SAMN14140925,Metagenome or environmental,36812549,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753788,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105C..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105C,2105C,SRP250041,
SRR11116818,AMPLICON,436,148345436,PRJNA607574,SAMN14140924,Metagenome or environmental,93334049,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753787,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105B..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105B,2105B,SRP250041,
SRR11116819,AMPLICON,436,55000175,PRJNA607574,SAMN14140789,Metagenome or environmental,29095904,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753786,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1986D..pool928,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,1986D,1986D,SRP250041,
SRR11116820,AMPLICON,436,113759660,PRJNA607574,SAMN14140923,Metagenome or environmental,70779826,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753785,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2105A..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2105A,2105A,SRP250041,
SRR11116821,AMPLICON,436,128514181,PRJNA607574,SAMN14140922,Metagenome or environmental,79348074,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753784,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104L..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104L,2104L,SRP250041,
SRR11116822,AMPLICON,436,116002042,PRJNA607574,SAMN14140921,Metagenome or environmental,69068698,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753783,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104K..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104K,2104K,SRP250041,
SRR11116823,AMPLICON,437,105066370,PRJNA607574,SAMN14140920,Metagenome or environmental,61912844,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753782,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104J..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104J,2104J,SRP250041,
SRR11116824,AMPLICON,437,117421208,PRJNA607574,SAMN14140919,Metagenome or environmental,69171678,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753781,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104I..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104I,2104I,SRP250041,
SRR11116825,AMPLICON,436,123589710,PRJNA607574,SAMN14140918,Metagenome or environmental,73254711,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7753780,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104H..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104H,2104H,SRP250041,
SRR11116826,AMPLICON,436,99280737,PRJNA607574,SAMN14140917,Metagenome or environmental,58952758,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753779,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104G..pool951,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104G,2104G,SRP250041,
SRR11116827,AMPLICON,436,18139718,PRJNA607574,SAMN14140916,Metagenome or environmental,9795089,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753778,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104E..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104E,2104E,SRP250041,
SRR11116828,AMPLICON,436,17463982,PRJNA607574,SAMN14140915,Metagenome or environmental,9701495,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753777,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104D..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104D,2104D,SRP250041,
SRR11116829,AMPLICON,436,20793190,PRJNA607574,SAMN14140914,Metagenome or environmental,11245271,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753776,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104C..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104C,2104C,SRP250041,
SRR11116830,AMPLICON,436,56270720,PRJNA607574,SAMN14140788,Metagenome or environmental,29898011,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753775,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1986C..pool928,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,1986C,1986C,SRP250041,
SRR11116831,AMPLICON,436,10356773,PRJNA607574,SAMN14140913,Metagenome or environmental,6215497,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753774,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104B..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104B,2104B,SRP250041,
SRR11116832,AMPLICON,436,22224500,PRJNA607574,SAMN14140912,Metagenome or environmental,13969693,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753773,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2104A..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2104A,2104A,SRP250041,
SRR11116833,AMPLICON,436,10276820,PRJNA607574,SAMN14140911,Metagenome or environmental,5579999,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753772,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2101D..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2101D,2101D,SRP250041,
SRR11116834,AMPLICON,436,22165305,PRJNA607574,SAMN14140910,Metagenome or environmental,12148749,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753771,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2101C..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2101C,2101C,SRP250041,
SRR11116835,AMPLICON,436,13288576,PRJNA607574,SAMN14140909,Metagenome or environmental,6994457,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753770,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2101B..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2101B,2101B,SRP250041,
SRR11116836,AMPLICON,436,28709904,PRJNA607574,SAMN14140908,Metagenome or environmental,15532034,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753769,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2090D..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2090D,2090D,SRP250041,
SRR11116837,AMPLICON,436,22659205,PRJNA607574,SAMN14140907,Metagenome or environmental,12413943,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753768,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2090C..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2090C,2090C,SRP250041,
SRR11116838,AMPLICON,436,15229705,PRJNA607574,SAMN14140906,Metagenome or environmental,8593699,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753767,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2090B..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2090B,2090B,SRP250041,
SRR11116839,AMPLICON,436,39192048,PRJNA607574,SAMN14140905,Metagenome or environmental,22058496,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7753766,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2090A..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2090A,2090A,SRP250041,
SRR11116840,AMPLICON,436,2749689,PRJNA607574,SAMN14140904,Metagenome or environmental,1539439,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753765,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2081G..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2081G,2081G,SRP250041,
SRR11116841,AMPLICON,436,72059441,PRJNA607574,SAMN14140787,Metagenome or environmental,40253412,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753764,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1986B..pool928,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,1986B,1986B,SRP250041,
SRR11116842,AMPLICON,436,20470342,PRJNA607574,SAMN14140903,Metagenome or environmental,10931645,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753763,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2081F..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2081F,2081F,SRP250041,
SRR11116843,AMPLICON,436,22225629,PRJNA607574,SAMN14140902,Metagenome or environmental,11728397,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753762,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2081E..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2081E,2081E,SRP250041,
SRR11116844,AMPLICON,436,18615324,PRJNA607574,SAMN14140901,Metagenome or environmental,10334443,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753761,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2081D..pool941,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2081D,2081D,SRP250041,
SRR11116845,AMPLICON,436,46284694,PRJNA607574,SAMN14141436,Metagenome or environmental,22194586,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7753760,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0191R..pool787,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:23:00Z,1,FMT.0191R,FMT.0191R,SRP250041,
SRR11116846,AMPLICON,436,47813345,PRJNA607574,SAMN14141435,Metagenome or environmental,18997128,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753759,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0182V..pool828,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,FMT.0182V,FMT.0182V,SRP250041,
SRR11116847,AMPLICON,436,18188809,PRJNA607574,SAMN14141434,Metagenome or environmental,12274944,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7753758,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0182U..pool803,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:23:00Z,1,FMT.0182U,FMT.0182U,SRP250041,
SRR11116848,AMPLICON,441,148630,PRJNA607574,SAMN14140840,Metagenome or environmental,162215,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753757,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,2029C..pool929,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,2029C,2029C,SRP250041,
SRR11116849,AMPLICON,436,24358668,PRJNA607574,SAMN14141433,Metagenome or environmental,16775870,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7753756,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0182T..pool803,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:23:00Z,1,FMT.0182T,FMT.0182T,SRP250041,
SRR11116850,AMPLICON,436,14373344,PRJNA607574,SAMN14141432,Metagenome or environmental,9727519,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753755,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0182S..pool803,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,FMT.0182S,FMT.0182S,SRP250041,
SRR11116851,AMPLICON,438,14403604,PRJNA607574,SAMN14141431,Metagenome or environmental,9912229,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7753754,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0182R..pool803,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:22:00Z,1,FMT.0182R,FMT.0182R,SRP250041,
SRR11116852,AMPLICON,436,29263671,PRJNA607574,SAMN14141430,Metagenome or environmental,19856811,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7753753,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0182Q..pool803,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T23:23:00Z,1,FMT.0182Q,FMT.0182Q,SRP250041,
