Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR28416037,WGS,225,3689246560,PRJNA1088414,SAMN40573567,Metagenome or environmental,1676427061,FISABIO,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020364,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,58_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,58_post_shotgun,patient_58_post_transplant,SRP495415
SRR28416038,WGS,294,849409865,PRJNA1088414,SAMN40573540,Metagenome or environmental,389257545,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020363,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,64_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,64_pre_shotgun,patient_64_pre_transplant,SRP495415
SRR28416039,WGS,275,4393946664,PRJNA1088414,SAMN40573566,Metagenome or environmental,1985594455,FISABIO,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020362,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,34_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:21:00Z,1,34_post_shotgun,patient_34_post_transplant,SRP495415
SRR28416040,WGS,295,3202835761,PRJNA1088414,SAMN40573565,Metagenome or environmental,1463641197,FISABIO,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020361,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,39_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,39_post_shotgun,patient_39_post_transplant,SRP495415
SRR28416041,WGS,230,996401779,PRJNA1088414,SAMN40573564,Metagenome or environmental,446686274,FISABIO,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020360,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,31_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,31_pre_shotgun,patient_31_pre_transplant,SRP495415
SRR28416042,WGS,286,3246545183,PRJNA1088414,SAMN40573563,Metagenome or environmental,1478451602,FISABIO,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020359,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,86_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,86_pre_shotgun,patient_86_pre_transplant,SRP495415
SRR28416043,WGS,291,1320637852,PRJNA1088414,SAMN40573562,Metagenome or environmental,601841300,FISABIO,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020358,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,59_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,59_pre_shotgun,patient_59_pre_transplant,SRP495415
SRR28416044,WGS,262,4782761416,PRJNA1088414,SAMN40573561,Metagenome or environmental,2153487815,FISABIO,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020357,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,34_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,34_pre_shotgun,patient_34_pre_transplant,SRP495415
SRR28416045,WGS,284,4422989279,PRJNA1088414,SAMN40573560,Metagenome or environmental,2023159516,FISABIO,2016,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020356,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,45_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,45_pre_shotgun,patient_45_pre_transplant,SRP495415
SRR28416046,WGS,295,1069382804,PRJNA1088414,SAMN40573559,Metagenome or environmental,490229650,FISABIO,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020355,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,70_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,70_pre_shotgun,patient_70_pre_transplant,SRP495415
SRR28416047,WGS,267,24870470739,PRJNA1088414,SAMN40573558,Metagenome or environmental,11142990880,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020354,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,36_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:37:00Z,1,36_pre_shotgun,patient_36_pre_transplant,SRP495415
SRR28416048,WGS,276,9767249261,PRJNA1088414,SAMN40573557,Metagenome or environmental,4386587267,FISABIO,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020353,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,67_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:28:00Z,1,67_pre_shotgun,patient_67_pre_transplant,SRP495415
SRR28416049,WGS,274,690970032,PRJNA1088414,SAMN40573539,Metagenome or environmental,312499305,FISABIO,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020352,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,94_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,94_post_shotgun,patient_94_post_transplant,SRP495415
SRR28416050,WGS,272,4031840156,PRJNA1088414,SAMN40573556,Metagenome or environmental,1835256164,FISABIO,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020351,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,27_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,27_pre_shotgun,patient_27_pre_transplant,SRP495415
SRR28416051,WGS,283,1287304779,PRJNA1088414,SAMN40573555,Metagenome or environmental,580518320,FISABIO,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020350,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,66_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,66_pre_shotgun,patient_66_pre_transplant,SRP495415
SRR28416052,WGS,296,1335041787,PRJNA1088414,SAMN40573554,Metagenome or environmental,610349022,FISABIO,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020349,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,62_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,62_pre_shotgun,patient_62_pre_transplant,SRP495415
SRR28416053,WGS,291,1119403819,PRJNA1088414,SAMN40573553,Metagenome or environmental,513000622,FISABIO,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020348,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,80_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,80_pre_shotgun,patient_80_pre_transplant,SRP495415
SRR28416054,WGS,291,1267162728,PRJNA1088414,SAMN40573552,Metagenome or environmental,581872299,FISABIO,2016,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020347,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,79_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,79_pre_shotgun,patient_79_pre_transplant,SRP495415
SRR28416055,WGS,294,1417570356,PRJNA1088414,SAMN40573551,Metagenome or environmental,647295088,FISABIO,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020346,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,71_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,71_pre_shotgun,patient_71_pre_transplant,SRP495415
SRR28416056,WGS,263,2531004376,PRJNA1088414,SAMN40573550,Metagenome or environmental,1136441947,FISABIO,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020345,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,58_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,58_pre_shotgun,patient_58_pre_transplant,SRP495415
SRR28416057,WGS,285,1965418143,PRJNA1088414,SAMN40573549,Metagenome or environmental,890671227,FISABIO,2016,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020344,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,55_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,55_pre_shotgun,patient_55_pre_transplant,SRP495415
SRR28416058,WGS,294,2572309938,PRJNA1088414,SAMN40573548,Metagenome or environmental,1181009524,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020343,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,57_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,57_pre_shotgun,patient_57_pre_transplant,SRP495415
SRR28416059,WGS,297,1034072325,PRJNA1088414,SAMN40573638,Metagenome or environmental,473736288,FISABIO,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020342,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,90_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,90_post_shotgun,patient_90_post_transplant,SRP495415
SRR28416060,WGS,293,3887416599,PRJNA1088414,SAMN40573637,Metagenome or environmental,1770413991,FISABIO,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020341,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,65_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,65_post_shotgun,patient_65_post_transplant,SRP495415
SRR28416061,WGS,263,3651986071,PRJNA1088414,SAMN40573547,Metagenome or environmental,1668701570,FISABIO,2016,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020340,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,40_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,40_pre_shotgun,patient_40_pre_transplant,SRP495415
SRR28416062,WGS,289,171869386,PRJNA1088414,SAMN40573538,Metagenome or environmental,78500522,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020339,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,82_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,82_post_shotgun,patient_82_post_transplant,SRP495415
SRR28416063,WGS,297,1816444475,PRJNA1088414,SAMN40573537,Metagenome or environmental,837684414,FISABIO,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020338,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,100_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:21:00Z,1,100_post_shotgun,patient_100_post_transplant,SRP495415
